EURONEXT/TET,Tetrys (TET)
EURONEXT/ALTRS,Tr Services (ALTRS)
EURONEXT/TNGDS,Transgene Ds (TNGDS)
EURONEXT/TCGL,Thomas Cook Group (TCGL)
EURONEXT/TIE1VH,Tieto Corporation (TIE1VH)
EURONEXT/TODM,Tod-s (TODM)
EURONEXT/TUI1D,Tui (TUI1D)
EURONEXT/ALTUT,Tuto4pc Com Group (ALTUT)
EURONEXT/MLPSH,Tpsh (MLPSH)
EURONEXT/UBML,Ubm Plc (UBML)
EURONEXT/TRAAP,Transinsular (TRAAP)
EURONEXT/UUL,United Utilities G (UUL)
EURONEXT/TUBE,Tubacex (TUBE)
EURONEXT/TLWL,Tullow Oil (TLWL)
EURONEXT/VATNZ,Valiant Holding N (VATNZ)
EURONEXT/UBIM,Ubi Banca (UBIM)
EURONEXT/FSAM,Unipolsai Ord (FSAM)
EURONEXT/UTGL,Unite Group (UTGL)
EURONEXT/VERV,Verbund (VERV)
EURONEXT/VERIZ,Verizon Comm (VERIZ)
EURONEXT/UPM1VH,Upm Kymmene (UPM1VH)
EURONEXT/VOWD,Volkswagen (VOWD)
EURONEXT/VIGV,Vienna Insurance (VIGV)
EURONEXT/WDHC,William Demant Hld (WDHC)
EURONEXT/WGL,Wood Group (john) (WGL)
EURONEXT/VOLVAS,Volvo A (VOLVAS)
EURONEXT/VOLVBS,Volvo B (VOLVBS)
EURONEXT/MLYSH,Yangden Holding (MLYSH)
EURONEXT/YTY1VH,Yit (YTY1VH)
EURONEXT/YOOXM,Yoox (YOOXM)
EURONEXT/WRT1VH,Wartsila (WRT1VH)
EURONEXT/YARO,Yara International (YARO)
EURONEXT/ZOTE,Zardoya Otis (ZOTE)
EURONEXT/ZAGV,Zumtobel (ZAGV)
EURONEXT/AUPDS,Auplata Ds (AUPDS)
EURONEXT/ASCC9,Ascencio (subs)c9 (ASCC9)
EURONEXT/KERNV,Kering Nv (KERNV)
EURONEXT/ALHOT,Homair Vacances (ALHOT)
EURONEXT/CPINV,Care Property Inv (CPINV)
EURONEXT/COTTT,Cottin Freres (COTTT)
EURONEXT/LGNV,Lafarge Nv (LGNV)
EURONEXT/MCPHY,Mcphy Energy (MCPHY)
EURONEXT/AHO,Ahold Kon (AHO)
EURONEXT/VTAST,Volta Fin St 4/83 (VTAST)
EURONEXT/ABO,Abo Group (ABO)
EURONEXT/ALONV,Alstom Nv18 (ALONV)
EURONEXT/GV,Genomic Vision (GV)
EURONEXT/ALONC,Oncodesign (ALONC)
EURONEXT/GTCL,Genticel (GTCL)
EURONEXT/VDLO,Videlio (VDLO)
EURONEXT/ADOBS,Adomos Bsa2014 (ADOBS)
EURONEXT/MLGCR,Gold Cap Resources (MLGCR)
EURONEXT/ALQGC,Quantum Genomics (ALQGC)
EURONEXT/SSI,Supersonic Imagine (SSI)
EURONEXT/FALG,Fermentalg (FALG)
EURONEXT/TXCL,Txcell (TXCL)
EURONEXT/AWOX,Awox (AWOX)
EURONEXT/MLUMG,Umalis Group (MLUMG)
EURONEXT/GNFT,Genfit (GNFT)
EURONEXT/ORNV,L'oreal Nv18 (ORNV)
EURONEXT/DI8SA,Santadi14(47p1) (DI8SA)
EURONEXT/ALTHE,Theraclion (ALTHE)
EURONEXT/PATDS,Plant Advanced Ds (PATDS)
EURONEXT/SQIBS,Sqli Bsar042018 (SQIBS)
EURONEXT/GLENV,Ste Generale Nv (GLENV)
EURONEXT/MSTY,Mainstay Medical (MSTY)
EURONEXT/UGBS,Peugeot Bsa 2017 (UGBS)
EURONEXT/ALIOX,Innoveox (ALIOX)
EURONEXT/EINV,Essilor Nv (EINV)
EURONEXT/UGDS,Peugeot Ds (UGDS)
EURONEXT/HPCDS,Heurtey Petro Ds (HPCDS)
EURONEXT/FOU13,Fountain (subs)c13 (FOU13)
EURONEXT/ALREA,Realites (ALREA)
EURONEXT/DVTNV,Devoteam Nv (DVTNV)
EURONEXT/LOCDS,Solocal Group Ds (LOCDS)
EURONEXT/ALKDY,Kindy (ALKDY)
EURONEXT/CUT,Club Mediterranee (CUT)
EURONEXT/SYDS,Salvepar Ds (SYDS)
EURONEXT/ALANV,Anevia (ALANV)
EURONEXT/DSYNV,Dassault Sys Nv18 (DSYNV)
EURONEXT/MAUNV,Maurel Et Prom Nv (MAUNV)
EURONEXT/BESDS,Bes Ds14(0 4p1) (BESDS)
EURONEXT/ALVIV,Visiativ (ALVIV)
EURONEXT/ODIBS,O2i Bsaar 2019 (ODIBS)
EURONEXT/SDCP,Sdc Inv -pref (SDCP)
EURONEXT/SDCAE,Sdc Inv (SDCAE)
EURONEXT/VMGDS,Visiomed Ds (VMGDS)
EURONEXT/BRNLT,Brunel Internat (BRNLT)
EURONEXT/RUINV,Rubis Nv (RUINV)
EURONEXT/GIDDS,Egids Ds (GIDDS)
EURONEXT/HPCNV,Heurtey Petroch Nv (HPCNV)
EURONEXT/MON12,Montea (subs) C12 (MON12)
EURONEXT/NRXDS,Naturex Ds (NRXDS)
EURONEXT/ENINV,4energy Invest (ENINV)
EURONEXT/AVQDS,Avanquest Ds (AVQDS)
EURONEXT/IPNNV,Ipsen Nv18 (IPNNV)
EURONEXT/FEMNV,Au Feminin Nv (FEMNV)
EURONEXT/IEP,Iep Invest (IEP)
EURONEXT/ELIOR,Elior Group (ELIOR)
EURONEXT/CATG,Catana Group (CATG)
EURONEXT/NR21,Nr21 (NR21)
EURONEXT/ARTE,Artea (ARTE)
EURONEXT/ALREW,Reworld Media (ALREW)
EURONEXT/MLSHD,Scandinavian House (MLSHD)
EURONEXT/ALBLU,Bluelinea (ALBLU)
EURONEXT/PIX,Pixium Vision (PIX)
EURONEXT/GBBT,Bourbon (GBBT)
EURONEXT/ENX,Euronext (ENX)
EURONEXT/ALBLD,Bilendi (ALBLD)
EURONEXT/MICDS,Microwave Ds (MICDS)
EURONEXT/ONTEX,Ontex Group (ONTEX)
EURONEXT/SEFER,Sergeferrari Group (SEFER)
EURONEXT/ERSBS,Eurosic Bsa (ERSBS)
EURONEXT/SOIDS,Soitec Ds (SOIDS)
EURONEXT/COFA,Coface (COFA)
EURONEXT/BIGBS,Bigben Bsa (BIGBS)
EURONEXT/WLN,Worldline (WLN)
EURONEXT/IMCD,Imcd (IMCD)
EURONEXT/SESDS,Sequana Ds (SESDS)
EURONEXT/ASK,Ask (ASK)
EURONEXT/NN,Nn Group (NN)
EURONEXT/MLSEQ,Sequa Petroleum Nv (MLSEQ)
EURONEXT/VIAD,Viadeo (VIAD)
EURONEXT/ESP,Esperite (ESP)
EURONEXT/RANT,Systran (RANT)
EURONEXT/BCPS3,Bcp Ds14(1 75p1) (BCPS3)
EURONEXT/SXDS,Cs Comm Sys Ds (SXDS)
EURONEXT/NOS,Nos Sgps (NOS)
EURONEXT/PRBS2,Prologue Bsaa2021 (PRBS2)
EURONEXT/ARGX,Argenx Se (ARGX)
EURONEXT/ATEME,Ateme (ATEME)
EURONEXT/BALCR,Ballast Ned Right (BALCR)
EURONEXT/VLTSA,Voltalia (VLTSA)
EURONEXT/DMODS,Demos Ds (DMODS)
EURONEXT/ALUCI,Lucibel (ALUCI)
EURONEXT/ORADS,Orapi Ds (ORADS)
EURONEXT/VLTNR,Voltalia Nr (VLTNR)
EURONEXT/CYBDS,Cybergun Ds (CYBDS)
EURONEXT/BREBT,Brederode (BREBT)
EURONEXT/DI9SA,Santadi14(49p1) (DI9SA)
EURONEXT/BIDS,Gascogne Ds (BIDS)
EURONEXT/ARTDS,Artea Ds (ARTDS)
EURONEXT/MEOBS,Promeo Bs (MEOBS)
EURONEXT/RIAT,Groupe Steria (RIAT)
EURONEXT/BULLT,Bull (BULLT)
EURONEXT/ALPLA,Planet Media (ALPLA)
EURONEXT/ONXEO,Onxeo (ONXEO)
EURONEXT/DVBSI,Adciici122014 (DVBSI)
EURONEXT/ALECR,Eurofins Cerep (ALECR)
EURONEXT/MLEBX,Essere Benessere (MLEBX)
EURONEXT/EIFFT,Tour Eiffel Ex (EIFFT)
EURONEXT/MLSTM,Steam France (MLSTM)
EURONEXT/2778C,Essere Benessere (2778C)
EURONEXT/5938C,Steam France (5938C)
EURONEXT/ALLMG,Leadmedia Group (ALLMG)
EURONEXT/FDLT,Fdl (FDLT)
EURONEXT/MLUSG,Usg (MLUSG)
EURONEXT/DRDS,Delta Drone Ds (DRDS)
EURONEXT/ZCNV,Zodiac Aerosp Nv (ZCNV)
EURONEXT/AXSO,Accsys (AXSO)
EURONEXT/ABOO,Abo Group (ABOO)
EURONEXT/NYR7,Nyrstar (sub)c7 (NYR7)
EURONEXT/MLPPI,Pascal Piveteau (MLPPI)
EURONEXT/EURDS,Europlasma Ds (EURDS)
EURONEXT/BNSDS,Beni Stabili Ds (BNSDS)
EURONEXT/HVGPE,Harbourvest Hvgpe (HVGPE)
EURONEXT/IMRI,Royal Imtech Right (IMRI)
EURONEXT/SOPHT,Sopheon (SOPHT)
EURONEXT/PSH,Pershing (PSH)
EURONEXT/MLATS,Attractive Sport (MLATS)
EURONEXT/GUYBS,Guy Degrenne Bs15 (GUYBS)
EURONEXT/MUMDS,Numericable Ds (MUMDS)
EURONEXT/MLDHZ,Data Hertz (MLDHZ)
EURONEXT/PBD,Probiodrug (PBD)
EURONEXT/ALSFT,Safti Groupe (ALSFT)
EURONEXT/MLPCI,Primecity (MLPCI)
EURONEXT/ALMBS,Alpha Mos Bs (ALMBS)
EURONEXT/FMUDS,Fonc Des Murs Ds (FMUDS)
EURONEXT/MLGRN,Editions Granada (MLGRN)
EURONEXT/CGDBB,Cegidbaar2nov2018 (CGDBB)
EURONEXT/CGDBA,Cegidbaar1nov2017 (CGDBA)
EURONEXT/EURBS,Europlasma Bsa (EURBS)
EURONEXT/EURBT,Europlasma Bsb (EURBT)
EURONEXT/WROD1,Roodmicrotecwar1 (WROD1)
EURONEXT/S3PS1,S3p Ds14(107 14p1) (S3PS1)
EURONEXT/NXTBS,Nextradiotv Bsaar (NXTBS)
EURONEXT/TEODS,Theolia Ds (TEODS)
EURONEXT/MLFDV,Fd (MLFDV)
EURONEXT/ARTNR,Artea Nr (ARTNR)
EURONEXT/AKEDS,Arkema Ds (AKEDS)
EURONEXT/MLAUD,Audience Labs (MLAUD)
EURONEXT/ELINV,Elior Nv (ELINV)
EURONEXT/MEAFR,Mota Engil Africa (MEAFR)
EURONEXT/ONXDS,Onxeo Ds (ONXDS)
EURONEXT/QUADS,Quantel Ds (QUADS)
EURONEXT/MCLDS,Mecelec Ds (MCLDS)
EURONEXT/MLORC,Orclass Com (MLORC)
EURONEXT/TES77,Tessenderl(sub)c77 (TES77)
EURONEXT/HEONR,H2o Innovation Nr (HEONR)
EURONEXT/WHARI,Wereldhave Rights (WHARI)
EURONEXT/MLUNI,Universal Be (MLUNI)
EURONEXT/DMGDS,Diagnostic Medi Ds (DMGDS)
EURONEXT/ALBDS,Biosynex Ds (ALBDS)
EURONEXT/TEOBS,Theolia Bs (TEOBS)
EURONEXT/VXMBS,Vexim Bs (VXMBS)
EURONEXT/BTGP,Btg-bpp Eur Unit (BTGP)
EURONEXT/ESON,Estoril Sol N (ESON)
EURONEXT/LPBS,Login People Bs (LPBS)
EURONEXT/ALPRI,Prismaflex Intl (ALPRI)
EURONEXT/MLHCF,Home Concept (MLHCF)
EURONEXT/MLGEL,D2l Group (MLGEL)
EURONEXT/MLAGI,Ag3i (MLAGI)
EURONEXT/MLARO,Aroma Celte (MLARO)
EURONEXT/ALICR,I Ceram (ALICR)
EURONEXT/MLMUL,Mulann (MLMUL)
EURONEXT/ML350,Rapido Pret (ML350)
EURONEXT/MLLB,Luigi Botto (MLLB)
EURONEXT/MLCIO,Cioa (MLCIO)
EURONEXT/DGMBS,Diagnostic Bs (DGMBS)
EURONEXT/MLSMP,Semplicemente Spa (MLSMP)
EURONEXT/MLSNT,Sintesi Spa (MLSNT)
EURONEXT/FAGR,Fagron (FAGR)
EURONEXT/ECRNR,Eurofins Cerep Nr (ECRNR)
EURONEXT/NSI,Nsi N V (NSI)
EURONEXT/GENXT,Generix (GENXT)
EURONEXT/HAVT,Havas (HAVT)
EURONEXT/HABT,Havbsaar2015 (HABT)
EURONEXT/VLADS,Valneva Ds (VLADS)
EURONEXT/DIBSA,Santadi15(44p1) (DIBSA)
EURONEXT/SAFG5,Safran Feb5 (SAFG5)
EURONEXT/CAPG5,Cap Gemini Feb5 (CAPG5)
EURONEXT/INGG5,Ingenico Feb5 (INGG5)
EURONEXT/RNOG5,Renault Feb5 (RNOG5)
EURONEXT/CDIG5,Christian Dio Feb5 (CDIG5)
EURONEXT/ILDG5,Iliad Feb5 (ILDG5)
EURONEXT/PUBG5,Publicis Grou Feb5 (PUBG5)
EURONEXT/EDLDS,Euro Disney Ds (EDLDS)
EURONEXT/MLSDR,Sendr Se (MLSDR)
EURONEXT/EONV,Faurecia Nv (EONV)
EURONEXT/WEH18,Wereldhavb(sub)c18 (WEH18)
EURONEXT/ALOCA,Oceasoft (ALOCA)
EURONEXT/CNV,Cnova (CNV)
EURONEXT/BOTHE,Bone Therapeutics (BOTHE)
EURONEXT/ALMTH,Methorios Capital (ALMTH)
EURONEXT/ORPNV,Orpea Nv (ORPNV)
EURONEXT/POXEL,Poxel (POXEL)
EURONEXT/SESNV,Store Elect Nv (SESNV)
EURONEXT/GVNV,Grandvision (GVNV)
EURONEXT/SAFOR,Safe Orthopaedics (SAFOR)
EURONEXT/MLHTT,Hightel Towers Spa (MLHTT)
EURONEXT/ELIS,Elis (ELIS)
EURONEXT/ALTRO,Tronics (ALTRO)
EURONEXT/ALFOC,Focus Home Int (ALFOC)
EURONEXT/ALPDS,Login People Ds (ALPDS)
EURONEXT/MLMUT,Mutualize Corp (MLMUT)
EURONEXT/INGNV,Ingenico Nv (INGNV)
EURONEXT/ALESA,Ecoslops (ALESA)
EURONEXT/IMPDS,Implanet Ds (IMPDS)
EURONEXT/PATBS,Plant Advanced Bs (PATBS)
EURONEXT/BAIDS,Bainsmermonacods (BAIDS)
EURONEXT/MCBS2,Mecelec Bsa Dec19 (MCBS2)
EURONEXT/FDRDS,Fonc Des Reg Ds (FDRDS)
EURONEXT/AVTDS,Avenir Telecom Ds (AVTDS)
EURONEXT/MLSUM,Sumo Resources Plc (MLSUM)
EURONEXT/LUZ,Luz Saude (LUZ)
EURONEXT/AGRDS,Agrogeneration Ds (AGRDS)
EURONEXT/PARNR,Groupepartouche Nr (PARNR)
EURONEXT/PARPT,Groupepartouche Nr (PARPT)
EURONEXT/MLMHO,Mandalore Holding (MLMHO)
EURONEXT/BHFKB,Bhfkleinwortbenson (BHFKB)
EURONEXT/FDRNV,Fonc Regions Nv (FDRNV)
EURONEXT/RFRG,Refresco Group (RFRG)
EURONEXT/CEREN,Cerenis (CEREN)
EURONEXT/ISCDS,Iscool Enter Ds (ISCDS)
EURONEXT/OSE,Ose Immuno (OSE)
EURONEXT/OCTDS,Octo Technology Ds (OCTDS)
EURONEXT/ALPAT,Plant Advanced (ALPAT)
EURONEXT/ALEMV,Emova Group (ALEMV)
EURONEXT/EMVDS,Emova Group Ds (EMVDS)
EURONEXT/DIBSB,Santadi15(46p1) (DIBSB)
EURONEXT/MLDRV,Drone Volt (MLDRV)
EURONEXT/ALSEN,Sensorion (ALSEN)
EURONEXT/COF25,Cofinimmo (sub)c25 (COF25)
EURONEXT/EPS,Electro Power (EPS)
EURONEXT/REC21,Recticel (sub) C21 (REC21)
EURONEXT/BCART,Biocartis (BCART)
EURONEXT/IMMOP,Immopool (IMMOP)
EURONEXT/LUCDS,Lucibel Ds (LUCDS)
EURONEXT/EIFBS,Tour Eiffel Bs (EIFBS)
EURONEXT/CYAD,Celyad (CYAD)
EURONEXT/EDENV,Edenred Nv (EDENV)
EURONEXT/MLIDP,Innovaderma Plc (MLIDP)
EURONEXT/RET22,Retail Est(sub)c22 (RET22)
EURONEXT/FMUT,Fonciere Des Murs (FMUT)
EURONEXT/SIPAT,Si Participations (SIPAT)
EURONEXT/TINC,Tinc (TINC)
EURONEXT/ACM5,Accor Jun5 (ACM5)
EURONEXT/CAM5,Carrefour Jun5 (CAM5)
EURONEXT/AIM5,Air Liquide Jun5 (AIM5)
EURONEXT/ALUM5,Alcatel-lucen Jun5 (ALUM5)
EURONEXT/ACAM5,Credit Agrico Jun5 (ACAM5)
EURONEXT/BBM5,Bic Jun5 (BBM5)
EURONEXT/ETLM5,Eutelsat Comm Jun5 (ETLM5)
EURONEXT/CDIM5,Christian Dio Jun5 (CDIM5)
EURONEXT/ADPM5,Adp Jun5 (ADPM5)
EURONEXT/EIM5,Essilor Intl Jun5 (EIM5)
EURONEXT/MCM5,Lvmh Jun5 (MCM5)
EURONEXT/ENM5,Bouygues Jun5 (ENM5)
EURONEXT/ORAM5,Orange Jun5 (ORAM5)
EURONEXT/LRM5,Legrand Jun5 (LRM5)
EURONEXT/SWM5,Sodexo Jun5 (SWM5)
EURONEXT/NXIM5,Nexity Jun5 (NXIM5)
EURONEXT/SEVM5,Suez Environn Jun5 (SEVM5)
EURONEXT/RIM5,Pernod Ricard Jun5 (RIM5)
EURONEXT/FPM5,Total Jun5 (FPM5)
EURONEXT/IPNM5,Ipsen Jun5 (IPNM5)
EURONEXT/LIM5,Klepierre Jun5 (LIM5)
EURONEXT/ORM5,L'oreal Jun5 (ORM5)
EURONEXT/MMBM5,Lagardere S C Jun5 (MMBM5)
EURONEXT/MLM5,Michelin Jun5 (MLM5)
EURONEXT/ILDM5,Iliad Jun5 (ILDM5)
EURONEXT/ALPCI,Primecity (ALPCI)
EURONEXT/PUBM5,Publicis Grou Jun5 (PUBM5)
EURONEXT/SESM5,Ses Jun5 (SESM5)
EURONEXT/TFIM5,Tf1 Jun5 (TFIM5)
EURONEXT/FRM5,Valeo Jun5 (FRM5)
EURONEXT/VIEM5,Veolia Enviro Jun5 (VIEM5)
EURONEXT/SKM5,S E B Jun5 (SKM5)
EURONEXT/SANM5,Sanofi Jun5 (SANM5)
EURONEXT/SUM5,Schneider Ele Jun5 (SUM5)
EURONEXT/MLUNT,Uniti (MLUNT)
EURONEXT/RUIDS,Rubis Ds (RUIDS)
EURONEXT/LUCBS,Lucibel Bsar (LUCBS)
EURONEXT/S30T,Solutions 30 Se (S30T)
EURONEXT/OLGDS,Ol Groupe Ds (OLGDS)
EURONEXT/MLATP,Aroundtown (MLATP)
EURONEXT/PHR,Pharol (PHR)
EURONEXT/MLPPF,Point Parfums (MLPPF)
EURONEXT/MLPRO,Protektus Ag (MLPRO)
EURONEXT/SPIE,Spie (SPIE)
EURONEXT/ABVX,Abivax (ABVX)
EURONEXT/AMPLI,Amplitude Surgical (AMPLI)
EURONEXT/EUCAR,Europcar (EUCAR)
EURONEXT/ALLIX,Wallix (ALLIX)
EURONEXT/PROX,Proximus (PROX)
EURONEXT/SAVE,Savencia (SAVE)
EURONEXT/MLCCL,Cie Coloniale (MLCCL)
EURONEXT/HIPAY,Hipay Group (HIPAY)
EURONEXT/FREDS,Frey Ds (FREDS)
EURONEXT/MITRA,Mithra (MITRA)
EURONEXT/HERIG,Herige (HERIG)
EURONEXT/RELX,Relx (RELX)
EURONEXT/MLGEQ,Gentlemens Equity (MLGEQ)
EURONEXT/KDS,Kiadis (KDS)
EURONEXT/LGT,Lafarge (LGT)
EURONEXT/ALADS,Anevia Ds (ALADS)
EURONEXT/ALMDS,Alpha Mos Ds (ALMDS)
EURONEXT/HOP,Hopscotch Groupe (HOP)
EURONEXT/FEYDS,Frey Ds (FEYDS)
EURONEXT/DECT,Jcdecaux Sa (DECT)
EURONEXT/LHN,Lafargeholcim Ltd (LHN)
EURONEXT/MLMLT,Ml Trading Ag (MLMLT)
EURONEXT/AMEBA,Amoeba (AMEBA)
EURONEXT/ALCOR,Biocorp (ALCOR)
EURONEXT/CLNV,Cellnovo (CLNV)
EURONEXT/FLOW,Flow Traders (FLOW)
EURONEXT/MLVAL,Valoneo (MLVAL)
EURONEXT/ALBPS,Biophytis (ALBPS)
EURONEXT/ALORT,Orolia (ALORT)
EURONEXT/MLIFE,Global Health Gr (MLIFE)
EURONEXT/KERQ5,Kering Aug5 (KERQ5)
EURONEXT/ORQ5,L'oreal Aug5 (ORQ5)
EURONEXT/LRQ5,Legrand Aug5 (LRQ5)
EURONEXT/MCQ5,Lvmh Aug5 (MCQ5)
EURONEXT/RCFQ5,Teleperforman Aug5 (RCFQ5)
EURONEXT/FPQ5,Total Aug5 (FPQ5)
EURONEXT/HIMT,Hi-media (HIMT)
EURONEXT/HIPT,Hipay Group (HIPT)
EURONEXT/JBOGT,Jacques Bogart (JBOGT)
EURONEXT/MLORT,Orclass Com (MLORT)
EURONEXT/MLHK,Hk (MLHK)
EURONEXT/STWDS,Streamwide Bs (STWDS)
EURONEXT/HBWT,Hubwoo (HBWT)
EURONEXT/DRVBS,Drone Volt Bs (DRVBS)
EURONEXT/DOMS,Dom Security (DOMS)
EURONEXT/ENGI,Engie (ENGI)
EURONEXT/ADV,Advenis (ADV)
EURONEXT/ALLEX,Lexibook Linguist (ALLEX)
EURONEXT/LINT,Linedata Services (LINT)
EURONEXT/PHAT,Pharmagest Inter (PHAT)
EURONEXT/MBWBV,Mbws Bsa Act1 (MBWBV)
EURONEXT/MBWS,Mbws (MBWS)
EURONEXT/MBWBW,Mbws Bsa Act2 (MBWBW)
EURONEXT/MBWBS,Mbws Bsa 2004 (MBWBS)
EURONEXT/MBWBR,Mbws Bsa 2006 (MBWBR)
EURONEXT/MBWBX,Mbws Bsa Os (MBWBX)
EURONEXT/ATCT,Altice (ATCT)
EURONEXT/ATCB,Altice B (ATCB)
EURONEXT/ANTT,Canal Plus(ste Ed) (ANTT)
EURONEXT/MLITG,Integral (MLITG)
EURONEXT/AMYDS,Arthur Maury Ds (AMYDS)
EURONEXT/LATDS,Latecoere Ds (LATDS)
EURONEXT/CAND,Candela Invest (CAND)
EURONEXT/ALBI,Gascogne (ALBI)
EURONEXT/OLGNV,Ol Groupe Nv (OLGNV)
EURONEXT/DLTAT,Delta Plus Group (DLTAT)
EURONEXT/MLDYH,Design Your Home (MLDYH)
EURONEXT/HUBWT,Hubwoo (HUBWT)
EURONEXT/MLSKN,Microskin (MLSKN)
EURONEXT/EMGDS,Eon Motors Grp Ds (EMGDS)
EURONEXT/MLDTB,Datbim (MLDTB)
EURONEXT/GUYDS,Guy Degrenne Ds (GUYDS)
EURONEXT/STAGR,Stallergenes Greer (STAGR)
EURONEXT/ALVIA,Vialife (ALVIA)
EURONEXT/MLAEM,Ashler Et Manson (MLAEM)
EURONEXT/ROTH,Rothschild & Co (ROTH)
EURONEXT/MLMNT,Mulann (MLMNT)
EURONEXT/AUBS1,Auplabsar31mar16 (AUBS1)
EURONEXT/AUBS2,Auplabsar30sep16 (AUBS2)
EURONEXT/ALFIL,Filae (ALFIL)
EURONEXT/MLBRO,Brokersclub Ag (MLBRO)
EURONEXT/ALATP,Aroundtown (ALATP)
EURONEXT/CAPLT,Capelli (CAPLT)
EURONEXT/ALFST,Technofirst (ALFST)
EURONEXT/INTER,Intertrust (INTER)
EURONEXT/ALEFE,Efeso Consulting (ALEFE)
EURONEXT/ACX5,Accor Nov5 (ACX5)
EURONEXT/ADPX5,Adp Nov5 (ADPX5)
EURONEXT/ALUX5,Alcatel-lucen Nov5 (ALUX5)
EURONEXT/CSX5,Axa Nov5 (CSX5)
EURONEXT/BBX5,Bic Nov5 (BBX5)
EURONEXT/BIMX5,Biomerieux Nov5 (BIMX5)
EURONEXT/CAPX5,Cap Gemini Nov5 (CAPX5)
EURONEXT/ACAX5,Credit Agrico Nov5 (ACAX5)
EURONEXT/EDEX5,Edenred Nov5 (EDEX5)
EURONEXT/ENGX5,Engie Nov5 (ENGX5)
EURONEXT/EIX5,Essilor Intl Nov5 (EIX5)
EURONEXT/RMSX5,Hermes Intl Nov5 (RMSX5)
EURONEXT/IPNX5,Ipsen Nov5 (IPNX5)
EURONEXT/ORX5,L'oreal Nov5 (ORX5)
EURONEXT/LRX5,Legrand Nov5 (LRX5)
EURONEXT/MCX5,Lvmh Nov5 (MCX5)
EURONEXT/NUMX5,Numericable Nov5 (NUMX5)
EURONEXT/ORAX5,Orange Nov5 (ORAX5)
EURONEXT/RIX5,Pernod Ricard Nov5 (RIX5)
EURONEXT/RCOX5,Remy Cointrea Nov5 (RCOX5)
EURONEXT/SKX5,S E B Nov5 (SKX5)
EURONEXT/SUX5,Schneider Ele Nov5 (SUX5)
EURONEXT/SWX5,Sodexo Nov5 (SWX5)
EURONEXT/FRX5,Valeo Nov5 (FRX5)
EURONEXT/VIEX5,Veolia Enviro Nov5 (VIEX5)
EURONEXT/BIODS,Biosynex Ds (BIODS)
EURONEXT/DIBSC,Santadi15(103p1) (DIBSC)
EURONEXT/TCHDS,Technicolor Ds (TCHDS)
EURONEXT/LOCAT,Solocal Group (LOCAT)
EURONEXT/MLOVE,4service Cloud (MLOVE)
EURONEXT/CYBSA,Cybergun Bsa (CYBSA)
EURONEXT/CYBSB,Cybergun Bsb (CYBSB)
EURONEXT/ALKKO,Kko International (ALKKO)
EURONEXT/KKOWA,Kko Int Warrant A (KKOWA)
EURONEXT/FTRN,Futuren (FTRN)
EURONEXT/FTRBS,Futuren Bs (FTRBS)
EURONEXT/SRP,Showroomprive (SRP)
EURONEXT/CSAX5,Axa Nov5 (CSAX5)
EURONEXT/NYS,Dalenys (NYS)
EURONEXT/ALPBS,Europublidis (ALPBS)
EURONEXT/E_ON,E On Se (E_ON)
EURONEXT/FBADS,Fashion B Air Ds (FBADS)
EURONEXT/CURE,Curetis (CURE)
EURONEXT/AMUN,Amundi (AMUN)
EURONEXT/INVET,Inverko (INVET)
EURONEXT/DIREN,Direct Energie (DIREN)
EURONEXT/SATDS,Infosat Ds (SATDS)
EURONEXT/NOKIA,Nokia (NOKIA)
EURONEXT/ABN,Abn Amro Group (ABN)
EURONEXT/PARDS,Parrot Ds (PARDS)
EURONEXT/MLFTT,Forg Trie Chateau (MLFTT)
EURONEXT/MLCMG,Grecemar (MLCMG)
EURONEXT/DEIDS,Deinove Ds (DEIDS)
EURONEXT/COXT,Nicox (COXT)
EURONEXT/VNC,Verenigde Ned Comp (VNC)
EURONEXT/MLCLI,Maison Clio Blue (MLCLI)
EURONEXT/ALPOU,Poulaillon (ALPOU)
EURONEXT/SFPI,Groupe Sfpi (SFPI)
EURONEXT/SOV36,Solvac(sub)36 (SOV36)
EURONEXT/SOL97,Solvay(sub)97 (SOL97)
EURONEXT/WROD2,Roodmicrotecwar2 (WROD2)
EURONEXT/MEDDS,Medasys Ds (MEDDS)
EURONEXT/DSMEN,Mends15(0 21976p1) (DSMEN)
EURONEXT/XIOR,Xior (XIOR)
EURONEXT/ALMLB,Miliboo (ALMLB)
EURONEXT/OXIT,Oxis Intl (OXIT)
EURONEXT/MLSTT,Steam France (MLSTT)
EURONEXT/ALWEC,We Connect (ALWEC)
EURONEXT/ALUT,Alcatel-lucent (ALUT)
EURONEXT/ALDBT,Dbt (ALDBT)
EURONEXT/ALDRV,Drone Volt (ALDRV)
EURONEXT/IEX,Iex Group Nv (IEX)
EURONEXT/GBTNV,Guerbet Nv18 (GBTNV)
EURONEXT/ALIMR,Immersion (ALIMR)
EURONEXT/DRVT,Drone Volt (DRVT)
EURONEXT/CGGDS,Cgg Ds (CGGDS)
EURONEXT/MOT,Montupet (MOT)
EURONEXT/RNS,R&s Retail Group (RNS)
EURONEXT/ALOT,Alstom (ALOT)
EURONEXT/MBWST,Mbws Bsa 2004 (MBWST)
EURONEXT/MBWRT,Mbws Bsa 2006 (MBWRT)
EURONEXT/MBWWT,Mbws Bsa Act2 (MBWWT)
EURONEXT/MBWXT,Mbws Bsa Os (MBWXT)
EURONEXT/MBWVT,Mbws Bsa Act1 (MBWVT)
